"states_id";"name";"countries_and_codes";"datecreated";"updated_at";"state_medical_visa_use_status"
3537;"Phatthalung";217;"";"";"0"
3538;"Phayao";217;"";"";"0"
3539;"Phetchabun";217;"";"";"0"
3540;"Phetchaburi";217;"";"";"0"
3541;"Phichit";217;"";"";"0"
3542;"Phitsanulok";217;"";"";"0"
3543;"Phra Nakhon Si Ayutthaya";217;"";"";"0"
3544;"Phrae";217;"";"";"0"
3545;"Phuket";217;"";"";"0"
3546;"Prachin Buri";217;"";"";"0"
3547;"Prachuap Khiri Khan";217;"";"";"0"
3548;"Ranong";217;"";"";"0"
3549;"Ratchaburi";217;"";"";"0"
3550;"Rayong";217;"";"";"0"
3551;"Roi Et";217;"";"";"0"
3552;"Sa Kaeo";217;"";"";"0"
3553;"Sakon Nakhon";217;"";"";"0"
3554;"Samut Prakan";217;"";"";"0"
3555;"Samut Sakhon";217;"";"";"0"
3556;"Samut Songkhran";217;"";"";"0"
3557;"Saraburi";217;"";"";"0"
3558;"Satun";217;"";"";"0"
3559;"Si Sa Ket";217;"";"";"0"
3560;"Sing Buri";217;"";"";"0"
3561;"Songkhla";217;"";"";"0"
3562;"Sukhothai";217;"";"";"0"
3563;"Suphan Buri";217;"";"";"0"
3564;"Surat Thani";217;"";"";"0"
3565;"Surin";217;"";"";"0"
3566;"Tak";217;"";"";"0"
3567;"Trang";217;"";"";"0"
3568;"Trat";217;"";"";"0"
3569;"Ubon Ratchathani";217;"";"";"0"
3570;"Udon Thani";217;"";"";"0"
3571;"Uthai Thani";217;"";"";"0"
3572;"Uttaradit";217;"";"";"0"
3573;"Yala";217;"";"";"0"
3574;"Yasothon";217;"";"";"0"
3575;"Centre";218;"";"";"0"
3576;"Kara";218;"";"";"0"
3577;"Maritime";218;"";"";"0"
3578;"Plateaux";218;"";"";"0"
3579;"Savanes";218;"";"";"0"
3580;"Atafu";219;"";"";"0"
3581;"Fakaofo";219;"";"";"0"
3582;"Nukunonu";219;"";"";"0"
3583;"Eua";220;"";"";"0"
3584;"Ha'apai";220;"";"";"0"
3585;"Niuas";220;"";"";"0"
3586;"Tongatapu";220;"";"";"0"
3587;"Vava'u";220;"";"";"0"
3588;"Arima-Tunapuna-Piarco";221;"";"";"0"
3589;"Caroni";221;"";"";"0"
3590;"Chaguanas";221;"";"";"0"
3591;"Couva-Tabaquite-Talparo";221;"";"";"0"
3592;"Diego Martin";221;"";"";"0"
3593;"Glencoe";221;"";"";"0"
3594;"Penal Debe";221;"";"";"0"
3595;"Point Fortin";221;"";"";"0"
3596;"Port of Spain";221;"";"";"0"
3597;"Princes Town";221;"";"";"0"
3598;"Saint George";221;"";"";"0"
3599;"San Fernando";221;"";"";"0"
3600;"San Juan";221;"";"";"0"
3601;"Sangre Grande";221;"";"";"0"
3602;"Siparia";221;"";"";"0"
3603;"Tobago";221;"";"";"0"
3604;"Aryanah";222;"";"";"0"
3605;"Bajah";222;"";"";"0"
3606;"Bin 'Arus";222;"";"";"0"
3607;"Binzart";222;"";"";"0"
3608;"Gouvernorat de Ariana";222;"";"";"0"
3609;"Gouvernorat de Nabeul";222;"";"";"0"
3610;"Gouvernorat de Sousse";222;"";"";"0"
3611;"Hammamet Yasmine";222;"";"";"0"
3612;"Jundubah";222;"";"";"0"
3613;"Madaniyin";222;"";"";"0"
3614;"Manubah";222;"";"";"0"
3615;"Monastir";222;"";"";"0"
3616;"Nabul";222;"";"";"0"
3617;"Qabis";222;"";"";"0"
3618;"Qafsah";222;"";"";"0"
3619;"Qibili";222;"";"";"0"
3620;"Safaqis";222;"";"";"0"
3621;"Sfax";222;"";"";"0"
3622;"Sidi Bu Zayd";222;"";"";"0"
3623;"Silyanah";222;"";"";"0"
3624;"Susah";222;"";"";"0"
3625;"Tatawin";222;"";"";"0"
3626;"Tawzar";222;"";"";"0"
3627;"Tunis";222;"";"";"0"
3628;"Zaghwan";222;"";"";"0"
3629;"al-Kaf";222;"";"";"0"
3630;"al-Mahdiyah";222;"";"";"0"
3631;"al-Munastir";222;"";"";"0"
3632;"al-Qasrayn";222;"";"";"0"
3633;"al-Qayrawan";222;"";"";"0"
3634;"Adana";223;"";"";"0"
3635;"Adiyaman";223;"";"";"0"
3636;"Afyon";223;"";"";"0"
3637;"Agri";223;"";"";"0"
3638;"Aksaray";223;"";"";"0"
3639;"Amasya";223;"";"";"0"
3640;"Ankara";223;"";"";"0"
3641;"Antalya";223;"";"";"0"
3642;"Ardahan";223;"";"";"0"
3643;"Artvin";223;"";"";"0"
3644;"Aydin";223;"";"";"0"
3645;"Balikesir";223;"";"";"0"
3646;"Bartin";223;"";"";"0"
3647;"Batman";223;"";"";"0"
3648;"Bayburt";223;"";"";"0"
3649;"Bilecik";223;"";"";"0"
3650;"Bingol";223;"";"";"0"
3651;"Bitlis";223;"";"";"0"
3652;"Bolu";223;"";"";"0"
3653;"Burdur";223;"";"";"0"
3654;"Bursa";223;"";"";"0"
3655;"Canakkale";223;"";"";"0"
3656;"Cankiri";223;"";"";"0"
3657;"Corum";223;"";"";"0"
3658;"Denizli";223;"";"";"0"
3659;"Diyarbakir";223;"";"";"0"
3660;"Duzce";223;"";"";"0"
3661;"Edirne";223;"";"";"0"
3662;"Elazig";223;"";"";"0"
3663;"Erzincan";223;"";"";"0"
3664;"Erzurum";223;"";"";"0"
3665;"Eskisehir";223;"";"";"0"
3666;"Gaziantep";223;"";"";"0"
3667;"Giresun";223;"";"";"0"
3668;"Gumushane";223;"";"";"0"
3669;"Hakkari";223;"";"";"0"
3670;"Hatay";223;"";"";"0"
3671;"Icel";223;"";"";"0"
3672;"Igdir";223;"";"";"0"
3673;"Isparta";223;"";"";"0"
3674;"Istanbul";223;"";"";"0"
3675;"Izmir";223;"";"";"0"
3676;"Kahramanmaras";223;"";"";"0"
3677;"Karabuk";223;"";"";"0"
3678;"Karaman";223;"";"";"0"
3679;"Kars";223;"";"";"0"
3680;"Karsiyaka";223;"";"";"0"
3681;"Kastamonu";223;"";"";"0"
3682;"Kayseri";223;"";"";"0"
3683;"Kilis";223;"";"";"0"
3684;"Kirikkale";223;"";"";"0"
3685;"Kirklareli";223;"";"";"0"
3686;"Kirsehir";223;"";"";"0"
3687;"Kocaeli";223;"";"";"0"
3688;"Konya";223;"";"";"0"
3689;"Kutahya";223;"";"";"0"
3690;"Lefkosa";223;"";"";"0"
3691;"Malatya";223;"";"";"0"
3692;"Manisa";223;"";"";"0"
3693;"Mardin";223;"";"";"0"
3694;"Mugla";223;"";"";"0"
3695;"Mus";223;"";"";"0"
3696;"Nevsehir";223;"";"";"0"
3697;"Nigde";223;"";"";"0"
3698;"Ordu";223;"";"";"0"
3699;"Osmaniye";223;"";"";"0"
3700;"Rize";223;"";"";"0"
3701;"Sakarya";223;"";"";"0"
3702;"Samsun";223;"";"";"0"
3703;"Sanliurfa";223;"";"";"0"
3704;"Siirt";223;"";"";"0"
3705;"Sinop";223;"";"";"0"
3706;"Sirnak";223;"";"";"0"
3707;"Sivas";223;"";"";"0"
3708;"Tekirdag";223;"";"";"0"
3709;"Tokat";223;"";"";"0"
3710;"Trabzon";223;"";"";"0"
3711;"Tunceli";223;"";"";"0"
3712;"Usak";223;"";"";"0"
3713;"Van";223;"";"";"0"
3714;"Yalova";223;"";"";"0"
3715;"Yozgat";223;"";"";"0"
3716;"Zonguldak";223;"";"";"0"
3717;"Ahal";224;"";"";"0"
3718;"Asgabat";224;"";"";"0"
3719;"Balkan";224;"";"";"0"
3720;"Dasoguz";224;"";"";"0"
3721;"Lebap";224;"";"";"0"
3722;"Mari";224;"";"";"0"
3723;"Grand Turk";225;"";"";"0"
3724;"South Caicos and East Caicos";225;"";"";"0"
3725;"Funafuti";226;"";"";"0"
3726;"Nanumanga";226;"";"";"0"
3727;"Nanumea";226;"";"";"0"
3728;"Niutao";226;"";"";"0"
3729;"Nui";226;"";"";"0"
3730;"Nukufetau";226;"";"";"0"
3731;"Nukulaelae";226;"";"";"0"
3732;"Vaitupu";226;"";"";"0"
3733;"Central";227;"";"";"0"
3734;"Eastern";227;"";"";"0"
3735;"Northern";227;"";"";"0"
3736;"Western";227;"";"";"0"
3737;"Cherkas'ka";228;"";"";"0"
3738;"Chernihivs'ka";228;"";"";"0"
3739;"Chernivets'ka";228;"";"";"0"
3740;"Crimea";228;"";"";"0"
3741;"Dnipropetrovska";228;"";"";"0"
3742;"Donets'ka";228;"";"";"0"
3743;"Ivano-Frankivs'ka";228;"";"";"0"
3744;"Kharkiv";228;"";"";"0"
3745;"Kharkov";228;"";"";"0"
3746;"Khersonska";228;"";"";"0"
3747;"Khmel'nyts'ka";228;"";"";"0"
3748;"Kirovohrad";228;"";"";"0"
3749;"Krym";228;"";"";"0"
3750;"Kyyiv";228;"";"";"0"
3751;"Kyyivs'ka";228;"";"";"0"
3752;"L'vivs'ka";228;"";"";"0"
3753;"Luhans'ka";228;"";"";"0"
3754;"Mykolayivs'ka";228;"";"";"0"
3755;"Odes'ka";228;"";"";"0"
3756;"Odessa";228;"";"";"0"
3757;"Poltavs'ka";228;"";"";"0"
3758;"Rivnens'ka";228;"";"";"0"
3759;"Sevastopol'";228;"";"";"0"
3760;"Sums'ka";228;"";"";"0"
3761;"Ternopil's'ka";228;"";"";"0"
3762;"Volyns'ka";228;"";"";"0"
3763;"Vynnyts'ka";228;"";"";"0"
3764;"Zakarpats'ka";228;"";"";"0"
3765;"Zaporizhia";228;"";"";"0"
3766;"Zhytomyrs'ka";228;"";"";"0"
3767;"Abu Zabi";229;"";"";"0"
3768;"Ajman";229;"";"";"0"
3769;"Dubai";229;"";"";"0"
3770;"Ras al-Khaymah";229;"";"";"0"
3771;"Sharjah";229;"";"";"0"
3772;"Sharjha";229;"";"";"0"
3773;"Umm al Qaywayn";229;"";"";"0"
3774;"al-Fujayrah";229;"";"";"0"
3775;"ash-Shariqah";229;"";"";"0"
3776;"Aberdeen";230;"";"";"0"
3777;"Aberdeenshire";230;"";"";"0"
3778;"Argyll";230;"";"";"0"
3779;"Armagh";230;"";"";"0"
3780;"Bedfordshire";230;"";"";"0"
3781;"Belfast";230;"";"";"0"
3782;"Berkshire";230;"";"";"0"
3783;"Birmingham";230;"";"";"0"
3784;"Brechin";230;"";"";"0"
3785;"Bridgnorth";230;"";"";"0"
3786;"Bristol";230;"";"";"0"
3787;"Buckinghamshire";230;"";"";"0"
3788;"Cambridge";230;"";"";"0"
3789;"Cambridgeshire";230;"";"";"0"
3790;"Channel Islands";230;"";"";"0"
3791;"Cheshire";230;"";"";"0"
3792;"Cleveland";230;"";"";"0"
3793;"Co Fermanagh";230;"";"";"0"
3794;"Conwy";230;"";"";"0"
3795;"Cornwall";230;"";"";"0"
3796;"Coventry";230;"";"";"0"
3797;"Craven Arms";230;"";"";"0"
3798;"Cumbria";230;"";"";"0"
3799;"Denbighshire";230;"";"";"0"
3800;"Derby";230;"";"";"0"
3801;"Derbyshire";230;"";"";"0"
3802;"Devon";230;"";"";"0"
3803;"Dial Code Dungannon";230;"";"";"0"
3804;"Didcot";230;"";"";"0"
3805;"Dorset";230;"";"";"0"
3806;"Dunbartonshire";230;"";"";"0"
3807;"Durham";230;"";"";"0"
3808;"East Dunbartonshire";230;"";"";"0"
3809;"East Lothian";230;"";"";"0"
3810;"East Midlands";230;"";"";"0"
3811;"East Sussex";230;"";"";"0"
3812;"East Yorkshire";230;"";"";"0"
3813;"England";230;"";"";"0"
3814;"Essex";230;"";"";"0"
3815;"Fermanagh";230;"";"";"0"
3816;"Fife";230;"";"";"0"
3817;"Flintshire";230;"";"";"0"
3818;"Fulham";230;"";"";"0"
3819;"Gainsborough";230;"";"";"0"
3820;"Glocestershire";230;"";"";"0"
3821;"Gwent";230;"";"";"0"
3822;"Hampshire";230;"";"";"0"
3823;"Hants";230;"";"";"0"
3824;"Herefordshire";230;"";"";"0"
3825;"Hertfordshire";230;"";"";"0"
3826;"Ireland";230;"";"";"0"
3827;"Isle Of Man";230;"";"";"0"
3828;"Isle of Wight";230;"";"";"0"
3829;"Kenford";230;"";"";"0"
3830;"Kent";230;"";"";"0"
3831;"Kilmarnock";230;"";"";"0"
3832;"Lanarkshire";230;"";"";"0"
3833;"Lancashire";230;"";"";"0"
3834;"Leicestershire";230;"";"";"0"
3835;"Lincolnshire";230;"";"";"0"
3836;"Llanymynech";230;"";"";"0"
3837;"London";230;"";"";"0"
3838;"Ludlow";230;"";"";"0"
3839;"Manchester";230;"";"";"0"
3840;"Mayfair";230;"";"";"0"
3841;"Merseyside";230;"";"";"0"
3842;"Mid Glamorgan";230;"";"";"0"
3843;"Middlesex";230;"";"";"0"
3844;"Mildenhall";230;"";"";"0"
3845;"Monmouthshire";230;"";"";"0"
3846;"Newton Stewart";230;"";"";"0"
3847;"Norfolk";230;"";"";"0"
3848;"North Humberside";230;"";"";"0"
3849;"North Yorkshire";230;"";"";"0"
3850;"Northamptonshire";230;"";"";"0"
3851;"Northants";230;"";"";"0"
3852;"Northern Ireland";230;"";"";"0"
3853;"Northumberland";230;"";"";"0"
3854;"Nottinghamshire";230;"";"";"0"
3855;"Oxford";230;"";"";"0"
3856;"Powys";230;"";"";"0"
3857;"Roos-shire";230;"";"";"0"
3858;"SUSSEX";230;"";"";"0"
3859;"Sark";230;"";"";"0"
3860;"Scotland";230;"";"";"0"
3861;"Scottish Borders";230;"";"";"0"
3862;"Shropshire";230;"";"";"0"
3863;"Somerset";230;"";"";"0"
3864;"South Glamorgan";230;"";"";"0"
3865;"South Wales";230;"";"";"0"
3866;"South Yorkshire";230;"";"";"0"
3867;"Southwell";230;"";"";"0"
3868;"Staffordshire";230;"";"";"0"
3869;"Strabane";230;"";"";"0"
3870;"Suffolk";230;"";"";"0"
3871;"Surrey";230;"";"";"0"
3872;"Sussex";230;"";"";"0"
3873;"Twickenham";230;"";"";"0"
3874;"Tyne and Wear";230;"";"";"0"
3875;"Tyrone";230;"";"";"0"
3876;"Utah";230;"";"";"0"
3877;"Wales";230;"";"";"0"
3878;"Warwickshire";230;"";"";"0"
3879;"West Lothian";230;"";"";"0"
3880;"West Midlands";230;"";"";"0"
3881;"West Sussex";230;"";"";"0"
3882;"West Yorkshire";230;"";"";"0"
3883;"Whissendine";230;"";"";"0"
3884;"Wiltshire";230;"";"";"0"
3885;"Wokingham";230;"";"";"0"
3886;"Worcestershire";230;"";"";"0"
3887;"Wrexham";230;"";"";"0"
3888;"Wurttemberg";230;"";"";"0"
3889;"Yorkshire";230;"";"";"0"
3890;"Alabama";231;"";"";"0"
3891;"Alaska";231;"";"";"0"
3892;"Arizona";231;"";"";"0"
3893;"Arkansas";231;"";"";"0"
3894;"Byram";231;"";"";"0"
3895;"California";231;"";"";"0"
3896;"Cokato";231;"";"";"0"
3897;"Colorado";231;"";"";"0"
3898;"Connecticut";231;"";"";"0"
3899;"Delaware";231;"";"";"0"
3900;"District of Columbia";231;"";"";"0"
3901;"Florida";231;"";"";"0"
3902;"Georgia";231;"";"";"0"
3903;"Hawaii";231;"";"";"0"
3904;"Idaho";231;"";"";"0"
3905;"Illinois";231;"";"";"0"
3906;"Indiana";231;"";"";"0"
3907;"Iowa";231;"";"";"0"
3908;"Kansas";231;"";"";"0"
3909;"Kentucky";231;"";"";"0"
3910;"Louisiana";231;"";"";"0"
3911;"Lowa";231;"";"";"0"
3912;"Maine";231;"";"";"0"
3913;"Maryland";231;"";"";"0"
3914;"Massachusetts";231;"";"";"0"
3915;"Medfield";231;"";"";"0"
3916;"Michigan";231;"";"";"0"
3917;"Minnesota";231;"";"";"0"
3918;"Mississippi";231;"";"";"0"
3919;"Missouri";231;"";"";"0"
3920;"Montana";231;"";"";"0"
3921;"Nebraska";231;"";"";"0"
3922;"Nevada";231;"";"";"0"
3923;"New Hampshire";231;"";"";"0"
3924;"New Jersey";231;"";"";"0"
3925;"New Jersy";231;"";"";"0"
3926;"New Mexico";231;"";"";"0"
3927;"New York";231;"";"";"0"
3928;"North Carolina";231;"";"";"0"
3929;"North Dakota";231;"";"";"0"
3930;"Ohio";231;"";"";"0"
3931;"Oklahoma";231;"";"";"0"
3932;"Ontario";231;"";"";"0"
3933;"Oregon";231;"";"";"0"
3934;"Pennsylvania";231;"";"";"0"
3935;"Ramey";231;"";"";"0"
3936;"Rhode Island";231;"";"";"0"
3937;"South Carolina";231;"";"";"0"
3938;"South Dakota";231;"";"";"0"
3939;"Sublimity";231;"";"";"0"
3940;"Tennessee";231;"";"";"0"
3941;"Texas";231;"";"";"0"
3942;"Trimble";231;"";"";"0"
3943;"Utah";231;"";"";"0"
3944;"Vermont";231;"";"";"0"
3945;"Virginia";231;"";"";"0"
3946;"Washington";231;"";"";"0"
3947;"West Virginia";231;"";"";"0"
3948;"Wisconsin";231;"";"";"0"
3949;"Wyoming";231;"";"";"0"
3950;"United States Minor Outlying I";232;"";"";"0"
3951;"Artigas";233;"";"";"0"
3952;"Canelones";233;"";"";"0"
3953;"Cerro Largo";233;"";"";"0"
3954;"Colonia";233;"";"";"0"
3955;"Durazno";233;"";"";"0"
3956;"FLorida";233;"";"";"0"
3957;"Flores";233;"";"";"0"
3958;"Lavalleja";233;"";"";"0"
3959;"Maldonado";233;"";"";"0"
3960;"Montevideo";233;"";"";"0"
3961;"Paysandu";233;"";"";"0"
3962;"Rio Negro";233;"";"";"0"
3963;"Rivera";233;"";"";"0"
3964;"Rocha";233;"";"";"0"
3965;"Salto";233;"";"";"0"
3966;"San Jose";233;"";"";"0"
3967;"Soriano";233;"";"";"0"
3968;"Tacuarembo";233;"";"";"0"
3969;"Treinta y Tres";233;"";"";"0"
3970;"Andijon";234;"";"";"0"
3971;"Buhoro";234;"";"";"0"
3972;"Buxoro Viloyati";234;"";"";"0"
3973;"Cizah";234;"";"";"0"
3974;"Fargona";234;"";"";"0"
3975;"Horazm";234;"";"";"0"
3976;"Kaskadar";234;"";"";"0"
3977;"Korakalpogiston";234;"";"";"0"
3978;"Namangan";234;"";"";"0"
3979;"Navoi";234;"";"";"0"
3980;"Samarkand";234;"";"";"0"
3981;"Sirdare";234;"";"";"0"
3982;"Surhondar";234;"";"";"0"
3983;"Toskent";234;"";"";"0"
3984;"Malampa";235;"";"";"0"
3985;"Penama";235;"";"";"0"
3986;"Sanma";235;"";"";"0"
3987;"Shefa";235;"";"";"0"
3988;"Tafea";235;"";"";"0"
3989;"Torba";235;"";"";"0"
3990;"Vatican City State (Holy See)";236;"";"";"0"
3991;"Amazonas";237;"";"";"0"
3992;"Anzoategui";237;"";"";"0"
3993;"Apure";237;"";"";"0"
3994;"Aragua";237;"";"";"0"
3995;"Barinas";237;"";"";"0"
3996;"Bolivar";237;"";"";"0"
3997;"Carabobo";237;"";"";"0"
3998;"Cojedes";237;"";"";"0"
3999;"Delta Amacuro";237;"";"";"0"
4000;"Distrito Federal";237;"";"";"0"
4001;"Falcon";237;"";"";"0"
4002;"Guarico";237;"";"";"0"
4003;"Lara";237;"";"";"0"
4004;"Merida";237;"";"";"0"
4005;"Miranda";237;"";"";"0"
4006;"Monagas";237;"";"";"0"
4007;"Nueva Esparta";237;"";"";"0"
4008;"Portuguesa";237;"";"";"0"
4009;"Sucre";237;"";"";"0"
4010;"Tachira";237;"";"";"0"
4011;"Trujillo";237;"";"";"0"
4012;"Vargas";237;"";"";"0"
4013;"Yaracuy";237;"";"";"0"
4014;"Zulia";237;"";"";"0"
4015;"Bac Giang";238;"";"";"0"
4016;"Binh Dinh";238;"";"";"0"
4017;"Binh Duong";238;"";"";"0"
4018;"Da Nang";238;"";"";"0"
4019;"Dong Bang Song Cuu Long";238;"";"";"0"
4020;"Dong Bang Song Hong";238;"";"";"0"
4021;"Dong Nai";238;"";"";"0"
4022;"Dong Nam Bo";238;"";"";"0"
4023;"Duyen Hai Mien Trung";238;"";"";"0"
4024;"Hanoi";238;"";"";"0"
4025;"Hung Yen";238;"";"";"0"
4026;"Khu Bon Cu";238;"";"";"0"
4027;"Long An";238;"";"";"0"
4028;"Mien Nui Va Trung Du";238;"";"";"0"
4029;"Thai Nguyen";238;"";"";"0"
4030;"Thanh Pho Ho Chi Minh";238;"";"";"0"
4031;"Thu Do Ha Noi";238;"";"";"0"
4032;"Tinh Can Tho";238;"";"";"0"
4033;"Tinh Da Nang";238;"";"";"0"
4034;"Tinh Gia Lai";238;"";"";"0"
4035;"Anegada";239;"";"";"0"
4036;"Jost van Dyke";239;"";"";"0"
4037;"Tortola";239;"";"";"0"
4038;"Saint Croix";240;"";"";"0"
4039;"Saint John";240;"";"";"0"
4040;"Saint Thomas";240;"";"";"0"
4041;"Alo";241;"";"";"0"
4042;"Singave";241;"";"";"0"
4043;"Wallis";241;"";"";"0"
4044;"Bu Jaydur";242;"";"";"0"
4045;"Wad-adh-Dhahab";242;"";"";"0"
4046;"al-'Ayun";242;"";"";"0"
4047;"as-Samarah";242;"";"";"0"
4048;"'Adan";243;"";"";"0"
4049;"Abyan";243;"";"";"0"
4050;"Dhamar";243;"";"";"0"
4051;"Hadramaut";243;"";"";"0"
4052;"Hajjah";243;"";"";"0"
4053;"Hudaydah";243;"";"";"0"
4054;"Ibb";243;"";"";"0"
4055;"Lahij";243;"";"";"0"
4056;"Ma'rib";243;"";"";"0"
4057;"Madinat San'a";243;"";"";"0"
4058;"Sa'dah";243;"";"";"0"
4059;"Sana";243;"";"";"0"
4060;"Shabwah";243;"";"";"0"
4061;"Ta'izz";243;"";"";"0"
4062;"al-Bayda";243;"";"";"0"
4063;"al-Hudaydah";243;"";"";"0"
4064;"al-Jawf";243;"";"";"0"
4065;"al-Mahrah";243;"";"";"0"
4066;"al-Mahwit";243;"";"";"0"
4067;"Central Serbia";244;"";"";"0"
4068;"Kosovo and Metohija";244;"";"";"0"
4069;"Montenegro";244;"";"";"0"
4070;"Republic of Serbia";244;"";"";"0"
4071;"Serbia";244;"";"";"0"
4072;"Vojvodina";244;"";"";"0"
4073;"Central";245;"";"";"0"
4074;"Copperbelt";245;"";"";"0"
4075;"Eastern";245;"";"";"0"
4076;"Luapala";245;"";"";"0"
4077;"Lusaka";245;"";"";"0"
4078;"North-Western";245;"";"";"0"
4079;"Northern";245;"";"";"0"
4080;"Southern";245;"";"";"0"
4081;"Western";245;"";"";"0"
4082;"Bulawayo";246;"";"";"0"
4083;"Harare";246;"";"";"0"
4084;"Manicaland";246;"";"";"0"
4085;"Mashonaland Central";246;"";"";"0"
4086;"Mashonaland East";246;"";"";"0"
4087;"Mashonaland West";246;"";"";"0"
4088;"Masvingo";246;"";"";"0"
4089;"Matabeleland North";246;"";"";"0"
4090;"Matabeleland South";246;"";"";"0"
4091;"Midlands";246;"";"";"0"
4093;"Cox's Bazar";18;"2024-03-13 13:47:50.339919";"2024-03-13 13:47:50.339919";"0"
4094;"Cumilla";18;"2024-03-13 14:52:58.777508";"2024-03-13 14:52:58.777508";"0"
4095;"Dhaka";18;"2024-03-13 16:21:24.246204";"2024-03-13 16:21:24.246204";"1"
4096;"JJ";18;"2024-03-15 11:21:25.966789";"2024-03-15 11:21:25.966789";"0"
